VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
85_2019_10_03,0,3/10/2019 19:46,25.0,41.5,100.0,1812.05,67.0,-76.98,120.0,1.77,1.28,50.23,9197.15,36.08,33.65,58.13,34.45,49.18,99.92,2199.09,48.74,31.39,80,4468.22,0,68.83,1.1,119.91,63.41,52.01,71,-77.74,0
85_2019_10_03,0,3/10/2019 19:47,25.0,41.5,100.0,1812.05,66.0,-76.98,120.0,1.72,1.28,50.23,9254.21,36.08,33.65,58.13,34.45,48.36,99.56,2243.84,50.18,30.76,80,2250.32,0,67.67,1.1,119.91,63.41,59.26,71,-77.39,0
85_2019_10_03,0,3/10/2019 19:48,25.0,41.5,100.0,1812.05,66.0,-77.68,120.0,1.77,1.28,47.54,9299.61,29.71,33.65,52.68,34.45,47.02,99.56,2243.84,49.96,30.45,80,5140.73,0,67.67,1.1,120.56,63.41,66.79,71,-77.74,0
85_2019_10_03,0,3/10/2019 19:51,25.0,41.5,100.0,1812.05,66.0,-83.06,120.0,1.7,1.28,47.54,9228.92,35.67,33.65,52.68,34.16,42.46,99.21,2237.35,49.8,30.12,80,2173.8,0,63.98,1.1,119.58,62.93,79.59,69,-79.13,0
85_2019_10_03,0,3/10/2019 19:54,25.0,41.5,100.0,1812.05,66.0,-89.0,120.0,2.38,1.28,47.54,9190.66,37.5,32.88,52.68,34.64,38.27,99.92,2218.55,49.8,29.88,80,3782.1,0,63.98,1.1,120.23,62.93,84.8,68,-81.95,0
85_2019_10_03,0,3/10/2019 19:57,25.0,41.5,100.0,1812.05,62.0,-89.0,120.0,2.05,1.28,37.16,9215.95,31.18,32.88,49.58,39.58,32.24,99.56,1987.68,48.04,29.81,80,1750.97,0,61.87,1.1,119.91,58.13,86.57,66,-83.38,0
85_2019_10_03,0,3/10/2019 20:00,25.0,41.5,100.0,1812.05,50.0,-89.0,120.0,1.96,1.28,29.62,9177.69,27.08,35.44,49.58,39.58,26.03,100.28,1680.29,46.18,30.05,80,4116.08,0,61.87,1.1,119.91,58.13,88.02,65,-83.74,0
85_2019_10_03,0,3/10/2019 20:00,25.0,41.5,100.0,1812.05,62.0,-86.45,120.0,1.96,1.28,29.62,9177.69,27.08,35.44,49.58,39.58,26.03,100.28,1680.29,46.18,30.05,80,4116.08,0,61.87,1.1,119.91,58.13,88.02,65,-83.74,0
85_2019_10_03,0,3/10/2019 20:00,25.0,41.5,100.0,1812.05,50.0,-81.03,120.0,1.96,1.28,29.62,9177.69,27.08,35.44,49.58,39.58,26.03,100.28,1680.29,46.18,30.05,80,4116.08,0,61.87,1.1,119.91,58.13,88.13,65,-83.74,0
85_2019_10_03,0,3/10/2019 20:00,25.0,41.5,100.0,1812.05,50.0,-76.62,120.0,1.95,1.28,25.13,9171.21,26.05,35.44,49.58,39.58,25.13,99.92,1622.57,43.1,29.75,80,4064.85,0,63.03,1.1,120.56,58.03,88.33,65,-81.95,0
85_2019_10_03,0,3/10/2019 20:00,25.0,41.5,100.0,1812.05,50.0,-45.0,120.0,1.95,1.28,25.13,9171.21,26.05,35.44,49.58,39.58,25.13,99.92,1622.57,43.1,29.75,80,4064.85,0,63.03,1.1,120.56,58.03,88.33,65,-81.27,0
85_2019_10_03,0,3/10/2019 20:01,25.0,41.5,100.0,1812.05,5.0,-45.0,120.0,2.49,1.28,25.28,9363.17,26.05,35.44,49.58,39.58,24.02,99.92,2641.37,53.58,27.39,80,2442.93,0,63.03,1.1,121.53,63.89,88.81,66,-71.04,0
86_2019_10_03,2,3/10/2019 20:27,25.0,41.5,160.0,1812.05,5.0,-45.0,120.0,10.39,1.28,11.4,9363.17,29.07,41.6,52.91,37.33,4.68,100.99,3500.65,66.39,25.61,80,3583.66,0,6.64,1.1,120.23,78.31,89.78,83,-45.29,0
86_2019_10_03,2,3/10/2019 20:27,25.0,41.5,100.0,1812.05,5.0,-50.0,120.0,10.39,1.28,11.4,9363.17,29.07,41.6,52.91,37.33,4.68,100.99,3500.65,66.39,25.61,80,3583.66,0,6.64,1.1,120.23,78.31,89.78,83,-45.29,0
86_2019_10_03,2,3/10/2019 20:28,25.0,41.5,160.0,1812.05,5.0,-50.0,2.0,10.28,1.28,4.82,11958.5,24.9,41.6,52.91,46.69,4.23,156.31,4365.76,75.43,25.74,80,879.38,0,-3.87,1.1,119.58,78.31,75.84,82,-47.07,0
86_2019_10_03,2,3/10/2019 20:28,25.0,41.5,135.0,1812.05,5.0,-50.0,120.0,10.28,1.28,4.82,11958.5,24.9,41.6,52.91,46.69,4.23,156.31,4365.76,75.43,25.74,80,879.38,0,-3.87,1.1,119.58,78.31,75.84,82,-47.07,0
86_2019_10_03,2,3/10/2019 22:27,25.0,41.5,135.0,1812.05,5.0,-50.0,120.0,10.78,1.28,-2.79,19328.14,28.62,37.81,42.71,20.58,-3.38,135.87,3545.4,43.71,21.78,20,7370.95,0,-29.89,1.18,1.98,46.95,79.19,69,2.3,0
86_2019_10_03,2,3/10/2019 22:27,25.0,41.5,160.0,1812.05,5.0,-50.0,2.0,10.78,1.28,-2.79,19328.14,28.62,37.81,42.71,20.58,-3.38,135.87,3545.4,43.71,21.78,20,7370.95,0,-29.89,1.18,1.98,46.95,79.19,69,2.3,0
86_2019_10_03,2,3/10/2019 22:41,25.0,41.5,160.0,1812.05,45.0,-50.0,120.0,10.3,1.28,-3.9,12009.73,69.44,47.39,58.48,50.73,-3.68,160.55,3423.48,67.32,26.15,80,2756.81,0,-14.81,1.18,120.23,65.18,55.8,71,-64.37,0
86_2019_10_03,2,3/10/2019 23:31,25.0,41.5,160.0,2917.67,45.0,-50.0,120.0,31.87,1.28,-3.9,11977.3,79.95,45.6,57.39,51.21,-3.23,160.2,2596.63,58.0,25.44,80,2295.07,0,-14.67,0.87,119.91,75.88,40.64,80,-50.24,0
86_2019_10_03,2,3/10/2019 23:57,25.0,43.0,160.0,2917.67,45.0,-50.0,120.0,51.72,1.28,-3.42,12022.05,79.69,42.84,57.39,49.99,-3.42,159.84,2564.85,55.44,25.34,80,2494.16,0,-11.04,0.87,120.23,75.88,39.7,81,-49.89,0
86_2019_10_03,2,3/10/2019 23:57,25.0,41.5,139.42,2917.67,45.0,-50.0,120.0,51.72,1.28,-3.42,12022.05,79.69,42.84,57.39,49.99,-3.42,159.84,2564.85,55.44,25.34,80,2494.16,0,-11.04,0.87,120.23,75.88,39.7,81,-49.89,0
86_2019_10_03,2,3/10/2019 23:57,25.0,41.5,160.0,2917.67,45.0,-45.0,120.0,51.72,1.28,-3.42,12022.05,79.69,42.84,57.39,49.99,-3.42,159.84,2564.85,55.44,25.34,80,2494.16,0,-11.04,0.87,120.23,75.88,39.7,81,-49.89,0
86_2019_10_03,2,3/10/2019 23:57,25.0,41.5,160.0,2917.67,45.0,-50.0,85.0,51.72,1.28,-3.42,12022.05,79.69,42.84,57.39,49.99,-3.42,159.84,2564.85,55.44,25.34,80,2494.16,0,-11.04,0.87,120.23,75.88,39.7,81,-49.89,0
86_2019_10_03,2,3/10/2019 23:59,25.0,43.0,120.0,2917.67,45.0,-45.0,85.0,53.19,1.28,-3.42,10196.5,79.85,42.84,57.39,49.99,-3.35,140.12,2533.07,55.44,25.34,80,2160.83,0,-11.04,0.87,85.64,76.39,39.58,81,-47.78,0
86_2019_10_03,2,4/10/2019 0:18,50.0,43.0,120.0,2917.67,45.0,-45.0,85.0,56.26,1.28,16.05,10228.28,22.76,47.94,67.03,66.94,18.75,120.36,1776.26,48.48,25.38,80,1525.94,0,-8.33,0.87,84.99,77.58,33.14,82,-45.29,0
86_2019_10_03,2,4/10/2019 0:18,50.0,43.0,129.44,2917.67,45.0,-45.0,85.0,56.09,1.28,16.05,10228.28,22.76,47.94,67.03,66.94,18.75,120.36,1776.26,48.48,25.38,80,1525.94,0,-8.33,0.87,84.99,77.58,33.14,82,-45.29,0
86_2019_10_03,2,4/10/2019 0:23,50.0,43.0,129.44,2917.67,45.0,-54.24,85.0,56.35,1.28,40.01,10215.95,46.14,47.94,67.03,66.94,41.79,129.2,1782.75,48.16,25.24,80,1577.82,0,-4.36,0.87,84.99,77.58,30.61,83,-45.29,0
86_2019_10_03,2,4/10/2019 0:23,50.0,43.0,129.44,2917.67,65.0,-45.0,85.0,56.35,1.28,40.01,10215.95,46.14,47.94,67.03,66.94,41.79,129.2,1782.75,48.16,25.24,80,1577.82,0,-4.36,0.87,84.99,77.58,30.61,83,-45.29,0
86_2019_10_03,2,4/10/2019 0:23,50.0,43.0,129.44,2917.67,45.0,-45.0,120.0,56.35,1.28,40.01,10215.95,46.14,47.94,67.03,66.94,41.79,129.2,1782.75,48.16,25.24,80,1577.82,0,-4.36,0.87,84.99,77.58,30.61,83,-45.29,0
86_2019_10_03,2,4/10/2019 0:24,50.0,43.0,129.44,2917.67,65.0,-89.0,120.0,55.91,1.28,40.01,10209.47,56.69,47.94,67.03,66.94,43.41,128.85,1648.51,48.87,25.24,80,1468.22,0,-4.36,0.87,124.71,77.87,29.29,82,-59.05,0
86_2019_10_03,2,4/10/2019 0:38,50.0,43.0,129.44,2917.67,65.0,-89.0,120.0,58.51,1.28,59.49,10215.95,47.36,47.94,67.03,66.94,59.95,130.24,1359.27,6.99,71.09,80,872.89,0,50.11,0.87,120.88,66.68,18.2,70,-74.21,0
86_2019_10_03,2,4/10/2019 0:38,50.0,43.0,129.44,2917.67,39.0,-89.0,120.0,58.24,1.28,59.49,10196.5,47.36,47.94,67.03,66.94,59.95,129.88,1289.23,4.46,62.91,80,1276.26,0,50.11,0.87,121.21,64.18,18.42,70,-66.12,0
86_2019_10_03,2,4/10/2019 0:38,50.0,43.0,129.44,2917.67,65.0,-77.47,120.0,58.24,1.28,59.49,10196.5,47.36,47.94,67.03,66.94,59.95,129.88,1289.23,4.46,62.91,80,1276.26,0,50.11,0.87,121.21,64.18,18.42,70,-66.12,0
86_2019_10_03,2,4/10/2019 0:44,50.0,43.0,129.44,2917.67,39.0,-88.86,120.0,59.49,1.28,62.58,10196.5,46.78,49.29,67.03,67.13,62.66,129.88,1289.23,45.89,29.11,80,1673.8,0,89.73,0.87,0.06,58.93,14.83,85,-27.34,0
86_2019_10_03,2,4/10/2019 0:44,50.0,43.0,129.44,2917.67,65.0,-77.47,120.0,59.49,1.28,62.58,10196.5,46.78,49.29,67.03,67.13,62.66,129.88,1289.23,45.89,29.11,80,1673.8,0,89.73,0.87,0.06,58.93,14.83,85,-27.34,0
86_2019_10_03,2,4/10/2019 0:45,50.0,43.0,129.44,2917.67,65.0,-88.13,120.0,59.7,1.28,62.58,10209.47,46.78,49.29,67.03,67.13,62.66,129.88,1289.23,40.73,29.11,80,1718.55,0,79.53,0.87,3.89,68.41,14.9,85,-34.37,0
86_2019_10_03,2,4/10/2019 0:45,50.0,43.0,120.0,2917.67,65.0,-88.13,120.0,59.68,1.28,62.58,10215.95,56.97,49.29,67.03,67.13,62.66,129.2,1353.44,38.9,31.23,80,1712.71,0,84.71,0.87,18.0,73.99,14.94,85,-51.28,0
86_2019_10_03,2,4/10/2019 0:45,50.0,43.0,120.0,2917.67,65.0,-80.72,120.0,59.68,1.28,62.58,10190.01,56.97,49.29,67.03,67.13,62.66,129.2,1353.44,38.9,31.23,80,1712.71,0,84.71,0.87,27.27,73.99,14.94,85,-59.41,0
86_2019_10_03,2,4/10/2019 0:45,50.0,43.0,120.0,2917.67,65.0,-78.4,120.0,60.01,1.28,62.58,10196.5,49.12,49.29,67.03,67.13,62.66,122.85,1340.47,44.45,34.93,80,1763.94,0,82.15,0.87,55.48,67.39,15.03,85,-77.39,0
86_2019_10_03,2,4/10/2019 0:45,50.0,43.0,120.0,2917.67,65.0,-74.62,120.0,60.12,1.28,62.58,10158.24,49.12,49.29,67.03,67.13,62.74,122.85,1346.95,20.61,45.39,80,0.0,0,83.66,0.87,76.95,67.39,15.06,85,-79.49,0
